round,institute,program,stream,seat_type,quota,category,is_tfw,opening_rank_clean,closing_rank_clean
Round 2,"Hooghly Engineering & Technology College, Hooghly",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,63377,109436
Round 2,"Hooghly Engineering & Technology College, Hooghly",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,False,23240,24379
Round 2,"Hooghly Engineering & Technology College, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,586706,906415
Round 2,"Hooghly Engineering & Technology College, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,106743,111027
Round 2,"Hooghly Engineering & Technology College, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,29467,30708
Round 2,"Ideal Institute of Engineering, Kalyani",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,927322,927322
Round 2,"Ideal Institute of Engineering, Kalyani",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,452969,701497
Round 2,"Ideal Institute of Engineering, Kalyani",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,26684,107685
Round 2,"Ideal Institute of Engineering, Kalyani",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,False,37960,42080
Round 2,"Ideal Institute of Engineering, Kalyani",Artificial Intelligence And Machine Learning,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,45427,46777
Round 2,"Institute of Science and Technology, Paschim Medinipur",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,40038,40038
Round 2,"Institute of Science and Technology, Paschim Medinipur",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,902751,1260324
Round 2,"Institute of Science and Technology, Paschim Medinipur",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,110397,110397
Round 2,"Jis College of Engineering, Kalyani, Nadia",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,32829,33826
Round 2,"Jis College of Engineering, Kalyani, Nadia",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,586832,1049651
Round 2,"Jis College of Engineering, Kalyani, Nadia",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,78037,111090
Round 2,"Jis College of Engineering, Kalyani, Nadia",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,21920,23618
Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,251620,403020
Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,21915,64165
Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,False,68658,96087
Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,False,19738,20535
Round 2,"Jis College of Engineering, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,620277,911408
Round 2,"Jis College of Engineering, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,27892,28728
Round 2,"Jis College of Engineering, Kalyani, Nadia",Biomedical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,902311,902311
Round 2,"Jis College of Engineering, Kalyani, Nadia",Biomedical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,55126,86400
Round 2,"Jis College of Engineering, Kalyani, Nadia",Biomedical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,34628,34628
Round 2,"Jis College of Engineering, Kalyani, Nadia",Agricultural Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,53244,60654
Round 2,"Jis College of Engineering, Kalyani, Nadia",Agricultural Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,False,61440,93914
Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,675068,776528
Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,79810,107439
Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Technology - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,False,25420,26702
Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,347380,632420
Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,51829,85209
Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,False,91417,91417
Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,23560,24985
Round 2,"Mallabhum Institute of Technology, Bishnupur, Bankura",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,False,40366,47597
Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,440561,611407
Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,206897,341262
Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,73711,109531
Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,19219,21485
Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Mechanical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,1050793,1050793
Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,18548,52916
Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,False,16736,16774
Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,258267,597498
Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,83893,109812
Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,23792,23792
Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,46132,73481
Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,21209,21209
Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,62656,106590
Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,24377,24377
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,17701,17701
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,311046,519084
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,42854,82170
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,210652,278383
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,30912,50802
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,False,13037,13440
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,490900,534569
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,68301,103244
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Cyber Security),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,306804,493140
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Cyber Security),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,64585,108973
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Cyber Security),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,16053,16405
Round 2,"Meghnad Saha Institute of Technology, Kolkata",ELECTRONICS & COMPUTER SCIENCE,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,685809,727925
Round 2,"Meghnad Saha Institute of Technology, Kolkata",ELECTRONICS & COMPUTER SCIENCE - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,False,25130,25130
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,300218,338261
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,25568,82129
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,13864,13864
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,384663,450234
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,50191,109852
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,15974,15974
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,572475,1043082
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science And Business System,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,21069,21069
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (IOT),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,437756,827084
Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (IOT),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,80322,80322
Round 2,"Meghnad Saha Institute of Technology, Kolkata",ARTIFICIAL INTELLIGENCE (AI) AND DATA SCIENCE,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,325845,487166
Round 2,"Meghnad Saha Institute of Technology, Kolkata",ARTIFICIAL INTELLIGENCE (AI) AND DATA SCIENCE,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,59810,108024
Round 2,"Murshidabad College of Engineering & Technology, Murshidabad",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,573473,783118
Round 2,"Murshidabad College of Engineering & Technology, Murshidabad",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,65887,110567
Round 2,"Murshidabad College of Engineering & Technology, Murshidabad",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,False,35093,43153
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,1023066,1023066
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,97487,110314
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,232891,306441
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,33414,49561
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,False,52763,63829
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,12005,13249
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,156517,221440
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,20320,25499
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,False,25681,29266
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering - TFW,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,False,8877,9656
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,347271,610921
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,47636,110270
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,TFW,True,17402,17402
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,224159,337214
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,36736,56983
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,False,63356,69101
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",ELECTRONICS & COMPUTER SCIENCE,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,324949,563985
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",ELECTRONICS & COMPUTER SCIENCE,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,False,64020,92271
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",ELECTRONICS & COMPUTER SCIENCE,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,False,107069,107069
Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,False,221670,339603
